date,product_id,product_name,category,region,units_sold,unit_price,sales_rep,notes
2024-09-01,PRD-004,Smart Sensor Module,Automation,Midwest,69,445.0,Marcus Webb,
2024-09-01,PRD-004,Smart Sensor Module,Automation,South,46,445.0,Diana Torres,
2024-09-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2024-09-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-09-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,188,892.0,Marcus Webb,
2024-09-01,PRD-006,Emergency Shutdown Unit,Safety,South,125,892.0,Diana Torres,
2024-09-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,189,127.0,Marcus Webb,
2024-09-01,PRD-007,Precision Gear Set,Power Transmission,South,126,127.0,Diana Torres,
2024-10-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,205,89.5,Marcus Webb,
2024-10-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,137,89.5,Diana Torres,
2024-10-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,140,158.0,Marcus Webb,Price updated Jan 2024
2024-10-01,PRD-002,Hydraulic Actuator,Fluid Power,South,93,158.0,Diana Torres,Price updated Jan 2024
2024-10-01,PRD-003,Legacy Control Panel,Electrical,Midwest,174,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2024-10-01,PRD-003,Legacy Control Panel,Electrical,South,116,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2024-10-01,PRD-004,Smart Sensor Module,Automation,Midwest,45,445.0,Marcus Webb,
2024-10-01,PRD-004,Smart Sensor Module,Automation,South,30,445.0,Diana Torres,
2024-10-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2024-10-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-10-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Marcus Webb,
2024-10-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2024-10-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,192,127.0,Marcus Webb,
2024-10-01,PRD-007,Precision Gear Set,Power Transmission,South,128,127.0,Diana Torres,
2024-11-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,211,89.5,Marcus Webb,
2024-11-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,140,89.5,Diana Torres,
2024-11-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,0,158.0,Marcus Webb,
2024-11-01,PRD-002,Hydraulic Actuator,Fluid Power,South,91,158.0,Diana Torres,Price updated Jan 2024
2024-11-01,PRD-003,Legacy Control Panel,Electrical,Midwest,152,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2024-11-01,PRD-003,Legacy Control Panel,Electrical,South,101,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2024-11-01,PRD-004,Smart Sensor Module,Automation,Midwest,70,445.0,Marcus Webb,
2024-11-01,PRD-004,Smart Sensor Module,Automation,South,47,445.0,Diana Torres,
2024-11-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2024-11-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-11-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,0,892.0,Marcus Webb,
2024-11-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2024-11-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,190,127.0,Marcus Webb,
2024-11-01,PRD-007,Precision Gear Set,Power Transmission,South,126,127.0,Diana Torres,
2024-12-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,211,89.5,Marcus Webb,
2024-12-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,0,89.5,Diana Torres,
2024-12-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,187,158.0,Marcus Webb,Price updated Jan 2024
2024-12-01,PRD-002,Hydraulic Actuator,Fluid Power,South,125,158.0,Diana Torres,Price updated Jan 2024
2024-12-01,PRD-003,Legacy Control Panel,Electrical,Midwest,175,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2024-12-01,PRD-003,Legacy Control Panel,Electrical,South,117,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2024-12-01,PRD-004,Smart Sensor Module,Automation,Midwest,65,445.0,Marcus Webb,
2024-12-01,PRD-004,Smart Sensor Module,Automation,South,43,445.0,Diana Torres,
2024-12-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2024-12-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2024-12-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,50,892.0,Marcus Webb,
2024-12-01,PRD-006,Emergency Shutdown Unit,Safety,South,33,892.0,Diana Torres,
2024-12-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,185,127.0,Marcus Webb,
2024-12-01,PRD-007,Precision Gear Set,Power Transmission,South,123,127.0,Diana Torres,
2025-01-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,253,89.5,Marcus Webb,
2025-01-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,168,89.5,Diana Torres,
2025-01-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,185,158.0,Marcus Webb,
2025-01-01,PRD-002,Hydraulic Actuator,Fluid Power,South,123,158.0,Diana Torres,
2025-01-01,PRD-003,Legacy Control Panel,Electrical,Midwest,12,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2025-01-01,PRD-003,Legacy Control Panel,Electrical,South,0,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2025-01-01,PRD-004,Smart Sensor Module,Automation,Midwest,0,445.0,Marcus Webb,
2025-01-01,PRD-004,Smart Sensor Module,Automation,South,42,445.0,Diana Torres,
2025-01-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2025-01-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2025-01-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,46,892.0,Marcus Webb,
2025-01-01,PRD-006,Emergency Shutdown Unit,Safety,South,31,892.0,Diana Torres,
2025-01-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,875,127.0,Marcus Webb,OEM bulk order included
2025-01-01,PRD-007,Precision Gear Set,Power Transmission,South,583,127.0,Diana Torres,OEM bulk order included
2025-02-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,250,89.5,Marcus Webb,
2025-02-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,167,89.5,Diana Torres,
2025-02-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,209,158.0,Marcus Webb,
2025-02-01,PRD-002,Hydraulic Actuator,Fluid Power,South,139,158.0,Diana Torres,
2025-02-01,PRD-003,Legacy Control Panel,Electrical,Midwest,12,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2025-02-01,PRD-003,Legacy Control Panel,Electrical,South,8,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2025-02-01,PRD-004,Smart Sensor Module,Automation,Midwest,51,445.0,Marcus Webb,
2025-02-01,PRD-004,Smart Sensor Module,Automation,South,34,445.0,Diana Torres,
2025-02-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2025-02-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2025-02-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,21,892.0,Marcus Webb,
2025-02-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2025-02-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,190,127.0,Marcus Webb,
2025-02-01,PRD-007,Precision Gear Set,Power Transmission,South,126,127.0,Diana Torres,
2025-03-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,274,89.5,Marcus Webb,
2025-03-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,182,89.5,Diana Torres,
2025-03-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,217,158.0,Marcus Webb,
2025-03-01,PRD-002,Hydraulic Actuator,Fluid Power,South,144,158.0,Diana Torres,
2025-03-01,PRD-003,Legacy Control Panel,Electrical,Midwest,12,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2025-03-01,PRD-003,Legacy Control Panel,Electrical,South,8,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2025-03-01,PRD-004,Smart Sensor Module,Automation,Midwest,45,445.0,Marcus Webb,
2025-03-01,PRD-004,Smart Sensor Module,Automation,South,30,445.0,Diana Torres,
2025-03-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2025-03-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2025-03-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,75,892.0,Marcus Webb,
2025-03-01,PRD-006,Emergency Shutdown Unit,Safety,South,50,892.0,Diana Torres,
2025-03-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,188,127.0,Marcus Webb,
2025-03-01,PRD-007,Precision Gear Set,Power Transmission,South,125,127.0,Diana Torres,
2025-04-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,288,89.5,Marcus Webb,
2025-04-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,192,89.5,Diana Torres,
2025-04-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,0,158.0,Marcus Webb,
2025-04-01,PRD-002,Hydraulic Actuator,Fluid Power,South,178,158.0,Diana Torres,
2025-04-01,PRD-003,Legacy Control Panel,Electrical,Midwest,0,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2025-04-01,PRD-003,Legacy Control Panel,Electrical,South,0,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2025-04-01,PRD-004,Smart Sensor Module,Automation,Midwest,88,445.0,Marcus Webb,
2025-04-01,PRD-004,Smart Sensor Module,Automation,South,58,445.0,Diana Torres,
2025-04-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2025-04-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2025-04-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,34,892.0,Marcus Webb,
2025-04-01,PRD-006,Emergency Shutdown Unit,Safety,South,22,892.0,Diana Torres,
2025-04-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,195,127.0,Marcus Webb,
2025-04-01,PRD-007,Precision Gear Set,Power Transmission,South,130,127.0,Diana Torres,
2025-05-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,288,89.5,Marcus Webb,
2025-05-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,192,89.5,Diana Torres,
2025-05-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,187,158.0,Marcus Webb,
2025-05-01,PRD-002,Hydraulic Actuator,Fluid Power,South,125,158.0,Diana Torres,
2025-05-01,PRD-003,Legacy Control Panel,Electrical,Midwest,14,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2025-05-01,PRD-003,Legacy Control Panel,Electrical,South,9,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2025-05-01,PRD-004,Smart Sensor Module,Automation,Midwest,67,445.0,Marcus Webb,
2025-05-01,PRD-004,Smart Sensor Module,Automation,South,0,445.0,Diana Torres,
2025-05-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,118,387.5,Marcus Webb,
2025-05-01,PRD-005,Custom Valve Assembly,Fluid Power,South,79,387.5,Diana Torres,
2025-05-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,271,892.0,Marcus Webb,
2025-05-01,PRD-006,Emergency Shutdown Unit,Safety,South,0,892.0,Diana Torres,
2025-05-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,187,127.0,Marcus Webb,
2025-05-01,PRD-007,Precision Gear Set,Power Transmission,South,124,127.0,Diana Torres,
2025-06-01,PRD-001,Industrial Conveyor Belt,Material Handling,Midwest,290,89.5,Marcus Webb,
2025-06-01,PRD-001,Industrial Conveyor Belt,Material Handling,South,193,89.5,Diana Torres,
2025-06-01,PRD-002,Hydraulic Actuator,Fluid Power,Midwest,142,158.0,Marcus Webb,
2025-06-01,PRD-002,Hydraulic Actuator,Fluid Power,South,95,158.0,Diana Torres,
2025-06-01,PRD-003,Legacy Control Panel,Electrical,Midwest,10,215.0,Marcus Webb,Volume declining - customers migrating to PRD-004
2025-06-01,PRD-003,Legacy Control Panel,Electrical,South,7,215.0,Diana Torres,Volume declining - customers migrating to PRD-004
2025-06-01,PRD-004,Smart Sensor Module,Automation,Midwest,80,445.0,Marcus Webb,
2025-06-01,PRD-004,Smart Sensor Module,Automation,South,53,445.0,Diana Torres,
2025-06-01,PRD-005,Custom Valve Assembly,Fluid Power,Midwest,0,387.5,Marcus Webb,
2025-06-01,PRD-005,Custom Valve Assembly,Fluid Power,South,0,387.5,Diana Torres,
2025-06-01,PRD-006,Emergency Shutdown Unit,Safety,Midwest,57,892.0,Marcus Webb,
2025-06-01,PRD-006,Emergency Shutdown Unit,Safety,South,38,892.0,Diana Torres,
2025-06-01,PRD-007,Precision Gear Set,Power Transmission,Midwest,0,127.0,Marcus Webb,
2025-06-01,PRD-007,Precision Gear Set,Power Transmission,South,126,127.0,Diana Torres,
